City ID,weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,rain.3h,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,wind.gust,rain.1h,snow.3h,snow.1h
94,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138306,-3600,3372707,Ribeira Grande,200,-28.7,38.52,55.51,45.28,55.51,55.51,1027,83,18.5,231.0,,89,,,PT,1581152054,1581189825,1027.0,1002.0,,,,
95,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138307,39600,2122574,Ola,200,151.28,59.58,-4.2,-14.76,-4.2,-4.2,1024,70,6.89,36.0,,100,,,RU,1581112346,1581143139,1024.0,1013.0,,,,
96,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138307,18000,1337619,Ugoofaaru,200,73.0,5.67,81.46,87.6,81.46,81.46,1014,74,4.83,57.0,,79,,,MV,1581125095,1581167967,1014.0,1014.0,,,,
97,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,,1581138307,36000,2019718,Mukhen,200,136.1,48.1,0.36,-8.77,0.36,0.36,1026,85,4.81,320.0,,100,,,RU,1581113716,1581149056,1026.0,1003.0,,,0.13,
98,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,16093.0,1581138256,-36000,5855927,Hilo,200,-155.09,19.73,60.06,58.82,39.99,68.0,1009,82,4.7,160.0,,90,1.0,7881.0,US,1581094405,1581135336,,,,3.3,,
99,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,2816.0,1581138307,-18000,5972291,Havre-Saint-Pierre,200,-63.6,50.23,6.8,-7.82,6.8,6.8,987,84,14.99,20.0,,90,1.0,812.0,CA,1581161918,1581196714,,,24.16,,,
100,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,,1581138307,7200,371745,Kutum,200,24.67,14.2,59.32,50.36,59.32,59.32,1019,24,7.49,61.0,,16,,,SD,1581137262,1581178999,1019.0,889.0,,,,
101,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138307,32400,2017155,Saskylakh,200,114.08,71.92,-5.51,-20.34,-5.51,-5.51,1002,94,14.7,154.0,,100,,,RU,1581127534,1581145808,1002.0,991.0,,,,
102,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138308,-14400,6316343,Alta Floresta,200,-56.09,-9.88,69.69,74.05,69.69,69.69,1011,98,5.01,298.0,1.44,100,,,BR,1581155057,1581199970,1011.0,978.0,,,,
103,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,11265.0,1581138079,-21600,3533462,Acapulco de Juarez,200,-99.89,16.86,77.0,81.16,77.0,77.0,1014,78,5.82,270.0,,40,1.0,7103.0,MX,1581080954,1581122291,,,,,,
104,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138308,25200,1632694,Pangkalanbuun,200,111.62,-2.68,96.35,102.87,96.35,96.35,1008,43,2.13,272.0,,100,,,ID,1581115279,1581159244,1008.0,1005.0,,,,
105,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138308,3600,3347353,Menongue,200,17.69,-14.66,63.7,64.78,63.7,63.7,1016,93,5.01,257.0,,81,,,AO,1581137015,1581182596,1016.0,856.0,,,,
106,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,16093.0,1581138308,-18000,4957320,Bar Harbor,200,-68.2,44.39,20.57,8.87,18.0,23.0,992,85,11.41,310.0,,90,1.0,3431.0,US,1581162197,1581198643,,,17.22,,,
107,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581138308,28800,1637001,Biak,200,122.88,-0.91,85.44,88.65,85.44,85.44,1008,72,13.09,112.0,,26,,,ID,1581112693,1581156425,1008.0,1007.0,,,,
108,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,24140.0,1581138308,-25200,5882953,Aklavik,200,-135.01,68.22,-32.8,-41.15,-32.8,-32.8,1020,66,2.24,80.0,,75,1.0,796.0,CA,1581098123,1581121980,,,,,,
109,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581138308,18000,1503726,Kharp,200,65.81,66.8,-8.99,-22.68,-8.99,-8.99,1005,94,12.5,322.0,,38,,,RU,1581135446,1581161067,1005.0,951.0,,,,
110,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,16093.0,1581138309,-28800,5563839,Fortuna,200,-124.16,40.6,49.66,45.23,46.99,51.8,1024,93,6.93,330.0,,90,1.0,4127.0,US,1581088837,1581126057,,,,,,
111,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",model,,1581138309,39600,2121385,Severo-Kuril'sk,200,156.12,50.68,20.7,7.32,20.7,20.7,999,92,14.65,359.0,,100,,,RU,1581109318,1581143844,999.0,960.0,,,2.06,
112,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,1207.0,1581138236,-28800,5367788,Lompoc,200,-120.46,34.64,46.98,43.0,43.0,51.8,1018,100,5.82,130.0,,90,1.0,6155.0,US,1581087331,1581125788,,,,,,
113,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,,1581138309,3600,3159954,Bronnoysund,200,12.2,65.46,34.41,29.03,33.01,35.6,1006,93,3.36,260.0,,66,1.0,1611.0,NO,1581147659,1581174588,,,,,,
114,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581138309,18000,1513491,Yangi Marg`ilon,200,71.72,40.43,43.83,33.37,42.8,44.6,1020,33,9.17,150.0,,0,1.0,9014.0,UZ,1581128177,1581165499,,,,,,
115,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581138309,32400,2112309,Katsuura,200,140.3,35.13,53.87,42.42,50.0,57.99,1010,35,12.75,40.0,,20,1.0,8052.0,JP,1581111181,1581149575,,,,,,
116,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138309,43200,2123814,Leningradskiy,200,178.42,69.38,-18.42,-36.9,-18.42,-18.42,1032,93,20.65,292.0,,100,,,RU,1581110008,1581132450,1032.0,1031.0,,,,
117,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138310,-10800,3400541,Exu,200,-39.72,-7.51,66.99,67.6,66.99,66.99,1012,95,8.7,23.0,0.13,89,,,BR,1581151286,1581195883,1012.0,923.0,,,,
118,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581138310,-18000,3932145,Pisco,200,-76.22,-13.7,73.2,72.9,73.0,73.4,1012,73,9.17,210.0,,75,1.0,8691.0,PE,1581159627,1581205063,,,,,,
119,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138310,19800,1262403,Murud,200,72.97,18.33,85.57,81.88,85.57,85.57,1016,28,6.08,60.0,,4,,,IN,1581125961,1581167115,1016.0,1004.0,,,,
120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138310,-18000,3939761,Hualmay,200,-77.61,-11.1,69.58,72.84,69.58,69.58,1016,83,2.98,221.0,,83,,,PE,1581160140,1581205217,1016.0,962.0,,,,
121,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581138310,0,2246901,Oussouye,200,-16.55,12.48,68.0,64.38,68.0,68.0,1012,45,4.7,60.0,,31,1.0,2411.0,SN,1581147036,1581189011,,,,,,
122,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,16093.0,1581138310,-18000,4231997,Avera,200,-82.53,33.19,35.01,29.68,30.2,39.2,1021,92,3.36,310.0,,1,1.0,4414.0,US,1581164447,1581203272,,,,,,
123,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,16093.0,1581138028,-28800,5392593,San Ramon,200,-121.98,37.78,49.75,46.94,46.0,53.6,1020,87,3.36,,,5,1.0,5903.0,US,1581088009,1581125839,,,,,,
124,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138311,39600,2121025,Srednekolymsk,200,153.68,67.45,-38.83,-47.69,-38.83,-38.83,1036,96,3.15,61.0,,4,,,RU,1581114751,1581139582,1036.0,1030.0,,,,
125,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,4023.0,1581138311,-12600,6167817,Torbay,200,-52.73,47.67,38.97,24.15,33.8,46.0,982,99,21.92,190.0,,90,1.0,998.0,CA,1581158927,1581194488,,,36.91,,,
126,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138311,25200,1214026,Sabang,200,95.32,5.89,82.58,83.89,82.58,82.58,1012,76,15.26,93.0,,99,,,ID,1581119753,1581162595,1012.0,1011.0,,,,
127,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,,1581138311,39600,2137773,Vao,200,167.48,-22.67,80.02,79.7,80.02,80.02,1007,81,17.58,94.0,,18,,,NC,1581100454,1581147255,1007.0,1007.0,,,,
128,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138311,-21600,3985168,San Patricio,200,-104.7,19.22,74.8,76.66,74.8,74.8,1015,76,7.45,62.0,,70,,,MX,1581082278,1581123276,1015.0,1013.0,,,,
129,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138312,3600,778707,Mehamn,200,27.85,71.04,36.86,19.42,36.86,36.86,997,96,25.7,250.0,2.06,100,,,NO,1581147300,1581167434,997.0,980.0,,,,
130,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581138312,0,2276492,Harper,200,-7.72,4.38,74.8,83.07,74.8,74.8,1012,96,2.28,289.0,,47,,,LR,1581144383,1581187426,1012.0,1009.0,,,,
131,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,16093.0,1581138312,-25200,4000490,La Reforma,200,-108.05,25.08,56.23,52.66,53.01,62.6,1014,72,5.26,341.0,,5,1.0,7117.0,MX,1581083526,1581123636,,,,,,
132,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138313,28800,1803331,Linxia,200,103.21,35.6,28.02,20.68,28.02,28.02,1028,67,3.91,56.0,,100,,,CN,1581120123,1581158437,1028.0,772.0,,,,
133,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138313,21600,1519275,Shar,200,81.05,49.59,29.12,10.22,29.12,29.12,1020,72,24.9,152.0,,100,,,KZ,1581127140,1581162057,1020.0,972.0,,,,
134,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,,1581138313,-10800,3402648,Carutapera,200,-46.02,-1.2,78.94,79.57,78.94,78.94,1010,87,16.98,41.0,6.19,100,,,BR,1581153212,1581196981,1010.0,1010.0,,,,
135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138314,0,2374583,Bubaque,200,-15.83,11.28,78.24,72.93,78.24,78.24,1011,46,12.59,35.0,,0,,,GW,1581146783,1581188919,1011.0,1011.0,,,,
136,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,10000.0,1581138314,14400,1106677,Bambous Virieux,200,57.76,-20.34,80.8,84.34,80.6,81.0,1015,69,6.93,150.0,,40,1.0,2061.0,MU,1581126979,1581173398,,,,,,
137,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138314,18000,514706,Osa,200,55.46,57.28,4.86,-6.09,4.86,4.86,1008,94,8.52,355.0,,100,,,RU,1581134729,1581166752,1008.0,987.0,,,,
138,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,16093.0,1581138047,-18000,4944903,Nantucket,200,-70.1,41.28,30.69,17.98,28.0,33.01,999,67,13.87,280.0,,1,1.0,4454.0,US,1581162282,1581199470,,,21.92,,,
139,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138315,-14400,3901501,Villazon,200,-65.59,-22.09,51.69,45.64,51.69,51.69,1018,76,8.41,82.0,1.56,98,,,BO,1581156460,1581203127,1018.0,680.0,,,,
140,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1581138233,28800,2071860,Esperance,200,121.9,-33.87,102.2,91.92,102.2,102.2,1008,16,17.22,10.0,,98,1.0,9525.0,AU,1581110407,1581159181,,,,,,
141,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,24140.0,1581138024,-18000,5983720,Iqaluit,200,-68.51,63.75,-23.4,-35.61,-23.8,-23.01,1001,61,9.17,310.0,,20,1.0,797.0,CA,1581166305,1581194684,,,,,,
142,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,14484.0,1581138316,-21600,3520994,Puerto Escondido,200,-97.07,15.85,80.6,90.09,80.6,80.6,1015,88,3.36,110.0,,75,1.0,7157.0,MX,1581080206,1581121685,,,,,,
143,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581138316,3600,779261,Kjollefjord,200,27.35,70.95,37.54,20.95,37.54,37.54,997,96,24.4,244.0,2.56,100,,,NO,1581147341,1581167633,997.0,982.0,,,,
144,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138316,-14400,3901903,Uyuni,200,-66.83,-20.46,54.03,44.73,54.03,54.03,1018,56,12.15,105.0,,90,,,BO,1581156883,1581203300,1018.0,658.0,,,,
145,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138316,-10800,3395458,Maragogi,200,-35.22,-9.01,81.18,84.38,81.18,81.18,1012,73,9.42,46.0,,93,,,BR,1581150106,1581194904,1012.0,1011.0,,,,
146,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581138316,28800,1688696,San Policarpo,200,125.51,12.18,80.4,87.3,80.4,80.4,1012,84,6.26,74.0,1.19,41,,,PH,1581112927,1581154929,1012.0,1011.0,,,,
147,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,16093.0,1581138317,-32400,5861897,Fairbanks,200,-147.72,64.84,7.48,0.34,5.0,9.0,1009,92,1.99,125.0,,75,1.0,7684.0,US,1581099491,1581126713,,,,,,
148,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,,1581138317,-10800,3420846,Qaqortoq,200,-46.03,60.72,19.4,4.98,19.4,19.4,964,57,14.99,250.0,,0,1.0,47.0,GL,1581159936,1581190263,,,,,,
149,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,10000.0,1581138317,14400,1106643,Quatre Cocos,200,57.76,-20.21,80.82,84.38,80.6,81.0,1015,69,6.93,150.0,,40,1.0,2061.0,MU,1581126989,1581173388,,,,,,
150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581138212,-21600,3600327,Villanueva,200,-88.0,15.32,77.36,84.22,75.99,78.8,1015,88,4.7,120.0,,75,1.0,7097.0,HN,1581077992,1581119545,,,,,,
151,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581138317,-10800,3445026,Vila Velha,200,-40.29,-20.33,75.09,83.19,75.0,75.2,1014,94,2.24,340.0,,40,1.0,8474.0,BR,1581150521,1581196922,,,,,,
152,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,,1581138318,-18000,5962442,Goderich,200,-81.72,43.75,20.55,8.73,14.0,26.01,1010,85,11.63,303.0,,100,3.0,2008803.0,CA,1581165360,1581201970,,,,,0.19,
153,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138318,36000,2084442,Vanimo,200,141.3,-2.67,81.99,84.34,81.99,81.99,1006,80,14.38,313.0,,84,,,PG,1581108156,1581152120,1006.0,1007.0,,,,
154,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",stations,10000.0,1581138318,0,3416888,Grindavik,200,-22.43,63.84,37.4,20.73,37.4,37.4,963,64,21.92,140.0,,75,1.0,90.0,IS,1581155303,1581183567,,,,,,
155,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581138318,39600,2126199,Cherskiy,200,161.3,68.75,-35.23,-42.88,-35.23,-35.23,1036,91,1.03,14.0,,45,,,RU,1581113687,1581136988,1036.0,1035.0,,,,
156,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581138318,28800,2074865,Carnarvon,200,113.63,-24.87,82.4,84.85,82.4,82.4,1007,78,13.87,210.0,,68,1.0,9505.0,AU,1581113206,1581160352,,,,,,
157,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138318,10800,64435,Berbera,200,45.01,10.44,76.46,78.85,76.46,76.46,1019,67,4.9,81.0,,54,,,SO,1581132127,1581174370,1019.0,1017.0,,,,
158,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,4500.0,1581138318,19800,1259385,Port Blair,200,92.75,11.67,84.2,87.48,84.2,84.2,1016,58,5.82,60.0,,0,1.0,9215.0,IN,1581120754,1581162827,,,,,,
159,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,16093.0,1581138024,-18000,4513583,Hamilton,200,-84.53,39.18,28.51,22.12,24.8,30.99,1018,86,3.36,230.0,,40,1.0,4476.0,US,1581165513,1581203166,,,,,,
160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138319,7200,3354077,Opuwo,200,13.84,-18.06,67.57,66.11,67.57,67.57,1015,69,6.53,250.0,,10,,,NA,1581137694,1581183765,1015.0,875.0,,,,
161,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581138319,-10800,3466704,Castro,200,-50.01,-24.79,63.39,64.94,63.39,63.39,1013,97,4.79,77.0,,86,,,BR,1581152505,1581199604,1013.0,904.0,,,,
162,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,6000.0,1581138319,19800,1267390,Kavaratti,200,72.64,10.57,82.4,87.1,82.4,82.4,1015,65,4.7,360.0,,20,1.0,9701.0,IN,1581125505,1581167729,,,,,,
163,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581138319,-10800,3391889,Pitimbu,200,-34.81,-7.47,78.8,86.86,78.8,78.8,1012,83,2.24,150.0,,20,1.0,8391.0,BR,1581150110,1581194702,,,,,,
164,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,12874.0,1581138319,-18000,5110365,Broome,200,-75.83,42.25,19.42,5.45,16.0,23.0,1005,78,14.99,310.0,,40,1.0,3429.0,US,1581163768,1581200735,,,31.09,,,
165,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138319,19800,1253595,Vadamadurai,200,78.08,10.47,82.65,84.54,82.65,82.65,1015,53,5.1,105.0,,85,,,IN,1581124193,1581166430,1015.0,981.0,,,,
166,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,,1581138320,25200,1611424,Chai Badan,200,101.13,15.2,94.64,97.02,91.0,98.01,1022,46,9.86,75.0,,10,3.0,2021467.0,TH,1581118984,1581160574,,,,,,
167,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,9000.0,1581138320,7200,964420,Port Elizabeth,200,25.57,-33.92,66.2,71.38,66.2,66.2,1015,100,1.12,,,75,1.0,1973.0,ZA,1581133537,1581182291,,,,,,
168,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,10000.0,1581138320,14400,934649,Cap Malheureux,200,57.61,-19.98,80.83,84.4,80.6,81.0,1015,69,6.93,150.0,,40,1.0,2061.0,MU,1581127042,1581173407,,,,,,
169,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581138320,28800,1791779,Wanning,200,110.4,18.8,70.36,68.29,70.36,70.36,1020,81,12.48,49.0,0.44,100,,,CN,1581117014,1581158095,1020.0,1019.0,,,,
170,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581138320,32400,2015306,Tiksi,200,128.87,71.69,-21.98,-30.66,-21.98,-21.98,1018,70,3.0,184.0,,0,,,RU,1581123765,1581142478,1018.0,1001.0,,,,
171,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581138026,-18000,3576994,Cockburn Town,200,-71.14,21.46,78.73,77.11,78.73,78.73,1019,84,19.71,125.0,,0,,,TC,1581160764,1581201488,1019.0,1019.0,,,,
172,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581138321,28800,1726449,Basco,200,121.97,20.45,71.58,60.46,71.58,71.58,1019,78,28.66,45.0,,25,,,PH,1581114358,1581155197,1019.0,1018.0,,,,
173,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,16093.0,1581138303,-18000,4260977,Marion,200,-86.16,39.77,28.85,21.88,26.6,30.99,1016,100,5.26,203.0,,90,1.0,4965.0,US,1581165967,1581203494,,,,,,
174,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581138321,-10800,3894426,Coyhaique,200,-72.07,-45.58,48.2,42.6,48.2,48.2,1025,81,6.93,20.0,,41,1.0,8491.0,CL,1581155606,1581207091,,,,,,
175,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1581138321,7200,1045114,Inhambane,200,35.38,-23.86,80.6,88.38,80.6,80.6,1014,94,8.63,4.0,,75,1.0,2200.0,MZ,1581132077,1581179043,,,,,,
176,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138321,32400,1626542,Sorong,200,131.25,-0.88,87.75,92.34,87.75,87.75,1008,59,6.87,1.0,,72,,,ID,1581110686,1581154414,1008.0,997.0,,,,
177,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,2000.0,1581138322,19800,1259552,Pipri,200,75.53,19.8,68.0,68.13,68.0,68.0,1019,72,4.7,20.0,,40,1.0,9057.0,IN,1581125453,1581166394,,,,,,
178,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581138322,12600,1160939,Iranshahr,200,60.68,27.2,57.2,49.98,57.2,57.2,1022,41,6.93,10.0,,0,1.0,7518.0,IR,1581129581,1581169394,,,,,,
179,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581138322,46800,4032243,Vaini,200,-175.2,-21.2,84.2,89.31,84.2,84.2,1010,79,11.41,110.0,,40,1.0,7285.0,TO,1581182846,1581229356,,,,,,
180,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581138322,25200,1503153,Klyuchi,200,79.17,52.27,35.24,18.21,35.24,35.24,1007,81,23.38,183.0,,100,,,RU,1581128035,1581162065,1007.0,991.0,,,,
181,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581138322,-18000,3928993,San Vicente de Canete,200,-76.38,-13.08,71.6,75.07,71.6,71.6,1015,83,4.12,286.0,,84,,,PE,1581159709,1581205058,1015.0,1001.0,,,,
182,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138322,25200,2022572,Khatanga,200,102.5,71.97,-2.54,-14.39,-2.54,-2.54,1000,97,9.62,232.0,,61,,,RU,1581130353,1581148548,1000.0,997.0,,,,
183,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581138322,-14400,3664980,Boa Vista,200,-60.67,2.82,78.8,79.21,78.8,78.8,1012,61,8.05,90.0,,74,1.0,8340.0,BR,1581156989,1581200237,,,,,,
184,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,16093.0,1581138323,-18000,4588165,Mount Pleasant,200,-79.86,32.79,42.62,33.96,39.2,45.0,1021,56,8.05,300.0,,1,1.0,4761.0,US,1581163770,1581202667,,,,,,
185,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581138323,7200,878549,Zvishavane,200,30.07,-20.33,65.64,67.82,65.64,65.64,1015,94,4.68,3.0,5.19,100,,,ZW,1581133628,1581180041,1015.0,900.0,,,,
186,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581138323,25200,1631637,Pemangkat,200,108.97,1.17,85.86,88.81,85.86,85.86,1010,64,10.38,327.0,,63,,,ID,1581116168,1581159627,1010.0,1008.0,,,,
187,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581138323,14400,935215,Saint-Philippe,200,55.77,-21.36,77.99,73.6,70.0,82.4,1015,58,14.99,110.0,,9,1.0,2127.0,RE,1581127378,1581173954,,,,,,
188,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1581138323,36000,2174444,Bowen,200,148.23,-20.02,90.95,99.21,89.6,91.99,1005,66,6.93,50.0,,90,1.0,9503.0,AU,1581105282,1581151668,,,,,,
189,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]",stations,6000.0,1581138323,10800,751335,Bafra,200,35.91,41.57,33.8,20.21,33.8,33.8,1016,69,16.11,280.0,,75,1.0,7017.0,TR,1581136893,1581173972,,,,,,
190,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,14484.0,1581138323,-18000,5924351,Clyde River,200,-68.59,70.47,-32.8,-42.02,-32.8,-32.8,998,66,3.78,329.0,,1,1.0,776.0,CA,1581169883,1581191144,,,,,,
