City ID,weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,wind.gust,rain.3h,snow.3h,rain.1h,snow.1h
155,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581187414,10800,108410,Riyadh,200,46.72,24.69,71.6,65.52,71.6,71.6,1019,28,5.82,40.0,40,1.0,7424.0,SA,1581132732,1581172945,,,,,,,
156,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,,1581187631,-10800,3401845,Conceicao do Araguaia,200,-49.26,-8.26,72.1,78.13,72.1,72.1,1012,97,3.96,346.0,100,,,BR,1581153526,1581198223,1012.0,989.0,,5.19,,,
157,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187631,21600,1185239,Mathbaria,200,89.96,22.29,71.26,64.74,71.26,71.26,1018,31,7.31,338.0,100,,,BD,1581208545,1581249182,1018.0,1017.0,,,,,
158,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,,1581187631,7200,927246,Mangochi,200,35.26,-14.48,70.45,75.83,70.45,70.45,1014,93,2.53,79.0,100,,,MW,1581132810,1581178368,1014.0,913.0,,4.19,,,
159,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187631,23400,1293625,Dawei,200,98.2,14.08,79.61,81.86,79.61,79.61,1015,62,5.73,129.0,4,,,MM,1581205993,1581247779,1015.0,1013.0,,,,,
160,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,16093.0,1581187424,-32400,5870133,Nome,200,-165.41,64.5,-10.61,-19.35,-11.2,-9.99,995,63,3.36,190.0,90,1.0,7770.0,US,1581189792,1581217711,,,,,,,
161,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,,1581187473,-10800,3839307,Rawson,200,-65.1,-43.3,60.76,55.22,60.76,60.76,1023,71,10.63,123.0,22,,,AR,1581154246,1581205106,1023.0,1023.0,,,,,
162,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187632,28800,1805733,Jinchang,200,102.17,38.5,25.21,14.86,25.21,25.21,1034,22,6.67,277.0,0,,,CN,1581207003,1581244863,1034.0,802.0,,,,,
163,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581187632,-10800,3883457,Lebu,200,-73.65,-37.62,78.26,71.82,78.26,78.26,1013,30,9.08,219.0,0,,,CL,1581156982,1581206475,1013.0,996.0,,,,,
164,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187632,39600,2155415,New Norfolk,200,147.06,-42.78,55.58,51.73,53.01,57.2,1030,67,4.7,90.0,90,1.0,9545.0,AU,1581189829,1581240489,,,,,,,
165,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187632,19800,1261901,Nanpara,200,81.5,27.87,52.63,48.31,52.63,52.63,1022,63,3.87,316.0,2,,,IN,1581211002,1581250786,1022.0,1005.0,,,,,
166,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187632,10800,339686,Debre Tabor,200,38.02,11.85,69.26,63.36,69.26,69.26,1016,25,4.12,73.0,84,,,ET,1581133899,1581175954,1016.0,788.0,,,,,
167,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,,1581187632,18000,1282256,Hithadhoo,200,73.08,-0.6,82.31,86.47,82.31,82.31,1013,79,11.14,34.0,22,,,MV,1581124666,1581168357,1013.0,1013.0,,,,,
168,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581187632,-21600,3985168,San Patricio,200,-104.7,19.22,75.85,79.36,75.85,75.85,1016,68,2.8,156.0,26,,,MX,1581168654,1581209707,1016.0,1014.0,,,,,
169,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581187632,3600,3141292,Rosendal,200,6.01,59.99,42.49,27.72,41.0,43.0,1003,87,21.92,180.0,75,1.0,1612.0,NO,1581147262,1581177956,,,,,,,
170,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1581187632,-10800,3386213,Touros,200,-35.46,-5.2,89.6,89.22,89.6,89.6,1010,52,13.87,150.0,20,1.0,8452.0,BR,1581150416,1581194708,,,,,,,
171,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187601,10800,107304,Buraidah,200,43.98,26.33,62.6,54.43,62.6,62.6,1018,42,10.29,40.0,0,1.0,7411.0,SA,1581133518,1581173474,,,,,,,
172,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581187633,-28800,6173361,Vanderhoof,200,-124.02,54.02,16.21,7.41,16.21,16.21,1026,88,5.77,271.0,0,,,CA,1581177059,1581210576,1026.0,932.0,,,,,
173,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187633,7200,974670,Mondlo,200,30.72,-27.98,67.35,68.14,67.35,67.35,1013,85,6.24,27.0,63,,,ZA,1581132852,1581180505,1013.0,879.0,,1.06,,,
174,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187548,32400,1835848,Seoul,200,126.98,37.57,20.71,14.68,14.0,26.6,1028,79,1.12,160.0,1,1.0,5509.0,KR,1581200959,1581238998,,,,,,,
175,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581187633,-3600,3374210,Sao Filipe,200,-24.5,14.9,76.21,67.33,76.21,76.21,1016,53,20.15,48.0,58,,,CV,1581149108,1581190755,1016.0,996.0,,,,,
176,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187633,10800,565172,Dorokhovo,200,36.37,55.55,14.0,5.61,14.0,14.0,1021,78,4.47,210.0,0,1.0,9033.0,RU,1581138923,1581171721,,,,,,,
177,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187633,3600,3092472,Malbork,200,19.03,54.04,35.11,26.42,30.0,39.99,1021,74,8.05,210.0,0,1.0,1696.0,PL,1581142776,1581176192,,,,,,,
178,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,16093.0,1581187418,-18000,4174715,Tallahassee,200,-84.28,30.44,63.41,52.65,61.0,66.99,1025,36,13.87,180.0,1,1.0,2828.0,US,1581164625,1581203934,,,,,,,
179,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,16093.0,1581187532,-32400,5861897,Fairbanks,200,-147.72,64.84,1.67,-7.31,-0.4,6.01,999,91,4.74,61.0,1,1.0,7684.0,US,1581185690,1581213321,,,,,,,
180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187633,39600,2126123,Chokurdakh,200,147.92,70.63,-36.31,-45.04,-36.31,-36.31,1029,92,2.93,177.0,0,,,RU,1581204317,1581225588,1029.0,1027.0,,,,,
181,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581187633,28800,2038446,Baoqing,200,132.21,46.33,-8.45,-16.37,-8.45,-8.45,1028,88,2.21,166.0,28,,,CN,1581200714,1581236732,1028.0,1011.0,,,,,
182,"[{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50n'}]",stations,4500.0,1581187633,3600,2440485,Niamey,200,2.11,13.51,87.8,77.56,87.8,87.8,1012,8,9.17,60.0,19,1.0,1188.0,NE,1581142628,1581184462,,,,,,,
183,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1581187485,3600,2553604,Casablanca,200,-7.62,33.59,60.24,58.33,59.0,62.01,1028,87,6.93,340.0,40,1.0,2408.0,MA,1581146516,1581185245,,,,,,,
184,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187633,3600,236901,Ouadda,200,22.4,8.08,80.67,73.62,80.67,80.67,1008,19,6.87,32.0,8,,,CF,1581137396,1581179954,1008.0,923.0,,,,,
185,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581187634,7200,293825,Qiryat Shemona,200,35.57,33.21,50.32,41.18,48.99,51.8,1020,71,12.75,300.0,75,1.0,6853.0,IL,1581136121,1581174907,,,,,,,
186,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581187634,43200,4031574,Provideniya,200,-173.3,64.38,-21.14,-35.1,-21.14,-21.14,1008,90,12.53,359.0,34,,,RU,1581277839,1581306257,1008.0,963.0,,,,,
187,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187634,25200,1507116,Dudinka,200,86.18,69.41,-14.8,-27.94,-14.8,-14.8,999,83,11.18,180.0,90,1.0,8951.0,RU,1581218204,1581241338,,,,,,,
188,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187634,19800,1269993,Hojai,200,92.87,26.0,63.55,64.13,63.55,63.55,1019,70,0.96,140.0,86,,,IN,1581208127,1581248203,1019.0,1008.0,,,,,
189,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187634,32400,2015306,Tiksi,200,128.87,71.69,-17.48,-28.23,-17.48,-17.48,1016,63,6.73,193.0,0,,,RU,1581209787,1581229263,1016.0,998.0,,,,,
190,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187634,10800,921786,Mitsamiouli,200,43.28,-11.38,82.4,91.13,82.4,82.4,1014,83,4.7,80.0,20,1.0,2129.0,KM,1581131101,1581176227,,,,,,,
191,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,16093.0,1581187457,-21600,4920986,Griffith,200,-87.42,41.53,34.59,27.9,32.0,37.0,1020,59,3.33,278.0,90,1.0,4505.0,US,1581166464,1581203602,,,,,,,
192,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581187564,-21600,3981391,Tomatlan,200,-105.25,19.93,85.26,87.26,85.26,85.26,1016,41,1.54,167.0,32,,,MX,1581168836,1581209788,1016.0,972.0,,,,,
193,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1581187634,-3600,3372707,Ribeira Grande,200,-28.7,38.52,64.4,57.0,64.4,64.4,1028,88,19.46,270.0,40,1.0,6883.0,PT,1581152054,1581189825,,,,,,,
194,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,16093.0,1581187634,-32400,5866583,Kodiak,200,-152.41,57.79,39.2,33.06,39.2,39.2,1002,77,4.7,,20,1.0,7668.0,US,1581184659,1581216603,,,,,,,
195,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,16093.0,1581187635,-36000,5855927,Hilo,200,-155.09,19.73,60.76,55.81,42.01,66.99,1010,63,8.05,220.0,1,1.0,7881.0,US,1581180780,1581221769,,,,,,,
196,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187635,36000,2122850,Nikolayevsk-on-Amure,200,140.73,53.14,-20.18,-29.4,-20.18,-20.18,1025,96,4.14,253.0,70,,,RU,1581199726,1581233631,1025.0,995.0,,,,,
197,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187635,7200,906054,Mongu,200,23.13,-15.25,70.75,75.33,70.75,70.75,1009,88,2.89,219.0,72,,,ZM,1581135667,1581181333,1009.0,896.0,,2.38,,,
198,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187635,37800,2059470,Victor Harbor,200,138.62,-35.57,69.3,64.6,63.0,75.2,1013,53,9.17,70.0,0,1.0,9566.0,AU,1581192681,1581241688,,,,,,,
199,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,,1581187635,0,2412408,Nioro,200,-15.75,13.35,97.63,86.29,97.63,97.63,1010,4,9.91,46.0,15,,,GM,1581146903,1581188760,1010.0,1007.0,,,,,
200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581187446,-28800,5969025,Haines Junction,200,-137.51,60.75,11.12,-1.07,11.12,11.12,1020,96,11.41,180.0,81,,,CA,1581181859,1581212251,1020.0,875.0,,,,,
201,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,,1581187636,20700,1283711,Baglung,200,83.59,28.27,27.16,13.44,27.16,27.16,1033,28,13.04,4.0,11,,,NP,1581210533,1581250252,1033.0,743.0,,,,,
202,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187636,28800,1650064,Barabai,200,115.38,-2.58,73.31,81.12,73.31,73.31,1010,95,1.32,111.0,100,,,ID,1581200791,1581244734,1010.0,998.0,,0.38,,,
203,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,16093.0,1581187636,-21600,4404233,Poplar Bluff,200,-90.39,36.76,42.58,35.28,39.99,44.6,1026,60,6.04,303.0,1,1.0,4834.0,US,1581166670,1581204821,,,,,,,
204,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187636,25200,1515029,Ulaangom,200,92.07,49.98,-2.79,-10.5,-2.79,-2.79,1029,97,2.26,207.0,100,,,MN,1581210862,1581245852,1029.0,905.0,,,,,
205,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,,1581187636,18000,1502100,Krasnogvardeyskiy,200,62.32,57.38,7.11,-2.52,7.11,7.11,1008,95,6.42,348.0,100,,,RU,1581133109,1581165079,1008.0,993.0,,,0.38,,
206,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187637,36000,2013258,Vrangel,200,133.08,42.73,14.95,0.14,14.95,14.95,1027,55,15.26,336.0,0,,,RU,1581200055,1581236974,1027.0,1026.0,,,,,
207,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187455,19800,1276627,Bedi,200,70.05,22.5,68.88,60.82,68.88,68.88,1018,41,11.92,40.0,0,,,IN,1581213337,1581253947,1018.0,1017.0,,,,,
208,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187637,28800,1529651,Altay,200,88.12,47.87,21.76,12.29,21.76,21.76,1027,57,6.42,51.0,74,,,CN,1581211497,1581247114,1027.0,832.0,,,,,
209,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581187637,10800,101312,Turaif,200,38.66,31.67,42.8,31.69,42.8,42.8,1018,93,16.11,270.0,75,1.0,7432.0,SA,1581135242,1581174304,,,,,,,
210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,6437.0,1581187638,-32400,5557293,Sitka,200,-135.33,57.05,34.77,29.44,33.8,35.6,1027,93,3.36,120.0,90,1.0,7795.0,US,1581180396,1581212668,,,,,,0.25,
211,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,,1581187566,-25200,4021858,Guerrero Negro,200,-114.06,27.98,65.3,63.43,65.3,65.3,1017,58,3.53,241.0,16,,,MX,1581171564,1581211290,1017.0,1015.0,,,,,
212,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,,1581187638,-36000,4034188,Moerai,200,-151.33,-22.43,80.06,80.69,80.06,80.06,1018,84,17.05,72.0,74,,,PF,1581177020,1581223724,1018.0,1018.0,,,,,
213,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1581187341,-10800,3471451,Arraial do Cabo,200,-42.03,-22.97,84.15,83.59,82.4,86.0,1012,69,17.22,70.0,0,1.0,8326.0,BR,1581150735,1581197544,,,,,,,
214,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187638,37800,2063036,Port Lincoln,200,135.87,-34.73,67.87,69.8,67.87,67.87,1012,82,3.89,147.0,0,,,AU,1581193427,1581242263,1012.0,1007.0,,,,,
215,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187638,10800,921900,Dzaoudzi,200,45.27,-12.79,80.6,91.98,80.6,80.6,1014,94,2.24,360.0,3,1.0,2131.0,YT,1581130525,1581175847,,,,,,,
216,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581187638,-28800,3984997,San Quintin,200,-115.95,30.48,61.36,58.46,61.36,61.36,1017,73,6.62,291.0,10,,,MX,1581172225,1581211536,1017.0,1014.0,,,,,
217,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,,1581187638,-39600,4036284,Alofi,200,-169.92,-19.06,78.8,87.67,78.8,78.8,1010,94,4.7,80.0,60,1.0,7306.0,NU,1581181739,1581227929,,,,2.88,,,
218,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187638,39600,2094027,Kieta,200,155.63,-6.22,81.46,88.29,81.46,81.46,1005,75,4.0,214.0,100,,,PG,1581190893,1581235311,1005.0,1002.0,,,,,
219,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,,1581187638,-10800,3430443,Necochea,200,-58.74,-38.55,64.89,62.87,64.0,66.0,1021,78,8.01,180.0,100,3.0,2019717.0,AR,1581153297,1581203002,,,15.01,,,,
220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1581187638,28800,1733782,Labuan,200,115.24,5.28,79.29,86.29,78.01,80.6,1011,88,6.4,237.0,75,1.0,9372.0,MY,1581201328,1581244264,,,,,,,
221,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,9000.0,1581187639,-14400,3628473,San Cristobal,200,-72.22,7.77,87.8,87.24,87.8,87.8,1015,52,12.75,10.0,20,1.0,8587.0,VE,1581160083,1581202687,,,,,,,
222,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581187639,-36000,4034551,Faanui,200,-151.75,-16.48,82.24,81.1,82.24,82.24,1014,79,20.45,93.0,100,,,PF,1581177564,1581223382,1014.0,1014.0,,,,,
223,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187639,3600,2400578,Fougamou,200,10.58,-1.22,77.5,86.05,77.5,77.5,1011,93,3.53,228.0,100,,,GA,1581139626,1581183398,1011.0,995.0,,2.37,,,
224,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,,1581187639,-10800,3421765,Nanortalik,200,-45.24,60.14,20.44,-5.48,20.44,20.44,955,67,35.9,311.0,85,,,GL,1581159582,1581190237,955.0,950.0,,,,,
225,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,,1581187639,0,2374583,Bubaque,200,-15.83,11.28,81.48,77.29,81.48,81.48,1010,53,15.1,189.0,3,,,GW,1581146783,1581188919,1010.0,1010.0,,,,,
226,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187639,10800,159134,Inyonga,200,32.07,-6.72,67.75,71.87,67.75,67.75,1014,89,1.61,166.0,57,,,TZ,1581134106,1581178602,1014.0,885.0,,1.37,,,
227,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,,1581187639,3600,3140301,Sandnessjoen,200,12.63,66.02,37.06,25.34,30.0,41.0,997,60,12.75,160.0,96,1.0,1611.0,NO,1581147804,1581174236,,,,,,,
228,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1581187639,0,2618795,Klaksvik,200,-6.59,62.23,37.4,20.77,37.4,37.4,971,93,24.16,170.0,68,1.0,1596.0,FO,1581150951,1581180316,,,,2.94,,,
229,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,16093.0,1581187639,-32400,5859699,College,200,-147.8,64.86,6.6,-1.35,-0.4,23.0,999,91,3.31,55.0,1,1.0,7684.0,US,1581185718,1581213332,,,,,,,
230,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187639,28800,1804169,Lengshuijiang,200,111.43,27.69,42.12,38.73,42.12,42.12,1033,90,1.86,287.0,98,,,CN,1581203808,1581243613,1033.0,981.0,,,,,
231,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,,1581187639,10800,100926,Umm Lajj,200,37.27,25.02,58.42,51.06,58.42,58.42,1021,58,10.47,357.0,95,,,SA,1581135024,1581175188,1021.0,983.0,,,,,
232,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,,1581187639,39600,2137773,Vao,200,167.48,-22.67,80.02,78.08,80.02,80.02,1008,85,21.94,96.0,10,,,NC,1581186892,1581233624,1008.0,1007.0,,0.13,,,
233,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,,1581187620,39600,2121385,Severo-Kuril'sk,200,156.12,50.68,24.66,-5.28,24.66,24.66,996,93,44.78,63.0,100,,,RU,1581195618,1581230351,996.0,958.0,,,1.25,,
234,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,,1581187640,43200,2123278,Mil'kovo,200,158.62,54.72,-2.74,-10.34,-2.74,-2.74,1013,99,2.1,36.0,100,,,RU,1581195735,1581229034,1013.0,969.0,,,0.19,,
235,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,,1581187640,10800,863061,Usinsk,200,57.53,65.99,-12.28,-23.67,-12.28,-12.28,1009,99,8.32,219.0,38,,,RU,1581137042,1581163446,1009.0,1000.0,,,,,
236,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187640,39600,6255012,Flinders,200,150.86,-34.58,67.78,63.37,66.2,69.01,1017,100,19.46,120.0,90,1.0,9594.0,AU,1581189841,1581238653,,,,,,,
237,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187640,7200,710755,Chernelytsya,200,25.42,48.81,27.14,19.22,23.0,30.99,1027,79,5.44,270.0,95,1.0,8906.0,UA,1581140357,1581175544,,,,,,,
238,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187640,19800,1254709,Tezu,200,96.17,27.92,56.16,51.96,56.16,56.16,1026,50,2.77,27.0,9,,,IN,1581207487,1581247259,1026.0,967.0,,,,,
239,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,,1581187509,-18000,3572906,Andros Town,200,-77.77,24.7,72.0,72.19,72.0,72.0,1021,75,8.01,53.0,100,3.0,2002562.0,BS,1581162598,1581202836,,,11.01,1.25,,,
240,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187640,7200,3356264,Keetmanshoop,200,18.13,-26.58,87.8,78.98,87.8,87.8,1014,28,16.11,220.0,0,1.0,2264.0,NA,1581135995,1581183405,,,,,,,
241,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187640,12600,137268,Susangerd,200,48.18,31.56,64.4,59.65,64.4,64.4,1016,52,6.93,290.0,17,1.0,7451.0,IR,1581132948,1581172027,,,,,,,
242,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,14484.0,1581187640,-18000,5924351,Clyde River,200,-68.59,70.47,-29.2,-42.05,-29.2,-29.2,992,73,10.29,300.0,1,1.0,776.0,CA,1581169883,1581191144,,,,,,,
243,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1581187640,34200,2077895,Alice Springs,200,133.88,-23.7,77.0,73.72,77.0,77.0,1010,31,3.36,70.0,90,1.0,9483.0,AU,1581194879,1581241766,,,,,,,
244,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,12874.0,1581187641,-21600,5954718,Flin Flon,200,-101.86,54.77,8.6,0.63,8.6,8.6,1011,84,3.36,190.0,90,1.0,782.0,CA,1581171893,1581205104,,,,,,,
245,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,,1581187641,3600,2388036,Bossangoa,200,17.46,6.49,85.77,81.37,85.77,85.77,1007,18,2.98,10.0,77,,,CF,1581138477,1581181244,1007.0,952.0,,,,,
246,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187641,32400,2112802,Hasaki,200,140.83,35.73,30.07,21.29,27.0,32.0,1013,69,6.93,330.0,20,1.0,7955.0,JP,1581197457,1581235852,,,,,,,
247,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,,1581187641,36000,2023943,Gorin,200,136.67,51.2,-17.91,-25.87,-17.91,-17.91,1028,88,1.92,239.0,0,,,RU,1581200365,1581234940,1028.0,994.0,,,,,
248,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,8000.0,1581187641,3600,2396518,Port-Gentil,200,8.78,-0.72,78.8,83.14,78.8,78.8,1010,94,12.75,220.0,75,1.0,2188.0,GA,1581140091,1581183797,,,,,,,
249,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,,1581187641,-18000,3708432,Jaque,200,-78.17,7.52,84.2,89.17,84.2,84.2,1011,60,3.67,328.0,27,,,PA,1581161494,1581204132,1011.0,966.0,,,,,
250,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1581187641,28800,1814087,Dalian,200,121.6,38.91,23.0,14.95,23.0,23.0,1030,67,4.47,270.0,0,1.0,9679.0,CN,1581202386,1581240153,,,,,,,
251,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1581187641,0,2629833,Husavik,200,-17.34,66.04,30.2,21.16,30.2,30.2,967,80,8.05,191.0,21,1.0,83.0,IS,1581154988,1581181438,,,,,,,
252,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,,1581187641,7200,212360,Kongolo,200,27.0,-5.38,72.43,78.67,72.43,72.43,1010,94,3.02,180.0,63,,,CD,1581135412,1581179730,1010.0,940.0,,0.19,,,
